model,alpha_mean,alpha_sd,kappa_mean,kappa_sd,prior_label,alpha_median,alpha_q05,alpha_q95,kappa_median,kappa_q05,kappa_q95,omega_median,omega_q05,omega_q95,seu_rate_uncertain_mean,seu_rate_uncertain_sd,seu_rate_uncertain_q05,seu_rate_uncertain_q95,seu_rate_risky_mean,seu_rate_risky_sd,seu_rate_risky_q05,seu_rate_risky_q95,seu_rate_combined_mean,seu_rate_combined_sd,n_ok,n_failed,fail_rate
m_3,3.5,1.0,0.0,1.0,"α~LN(3.5,1.0), κ~LN(0.0,1.0)",32.523390500000005,5.1243466600000005,166.7525619999999,0.82112814,0.1759069335,5.077959929999992,29.3636805,2.7412661600000003,458.5153149999992,0.8246833333333333,0.13521345162371973,0.5559999999999999,0.9801666666666666,0.8587,0.15212669792716274,0.5128333333333334,1.0,0.8416916666666667,0.1308259528173044,200,0,0.0
m_3,3.5,1.0,0.5,0.25,"α~LN(3.5,1.0), κ~LN(0.5,0.25)",32.523390500000005,5.1243466600000005,166.7525619999999,1.56945785,1.067745065,2.474877384999999,50.982493500000004,8.66355772,391.66408199999984,0.8246833333333333,0.13521345162371973,0.5559999999999999,0.9801666666666666,0.9274333333333334,0.08366448204319175,0.7263333333333334,1.0,0.8760583333333334,0.10617676266752324,200,0,0.0
m_3,3.5,1.0,0.5,0.5,"α~LN(3.5,1.0), κ~LN(0.5,0.5)",32.523390500000005,5.1243466600000005,166.7525619999999,1.4940058,0.6914936055,3.7151004599999973,47.8094775,7.197598975,427.6356869999999,0.8246833333333333,0.13521345162371973,0.5559999999999999,0.9801666666666666,0.9209333333333334,0.09452110875354774,0.7126666666666667,1.0,0.8728083333333333,0.10929008004948217,200,0,0.0
m_3,3.5,1.0,-0.5,0.25,"α~LN(3.5,1.0), κ~LN(-0.5,0.25)",,,,,,,,,,,,,,,,,,,,0,200,1.0
m_3,3.5,1.0,-0.5,0.5,"α~LN(3.5,1.0), κ~LN(-0.5,0.5)",,,,,,,,,,,,,,,,,,,,0,200,1.0
m_3,4.0,0.5,0.0,0.25,"α~LN(4.0,0.5), κ~LN(0.0,0.25)",54.106883499999995,21.4768687,122.51700699999998,0.95192432,0.6476201075,1.5010890149999994,51.091182,19.82360545,152.80081299999998,0.9076000000000001,0.050675613245206794,0.8165,0.9768333333333333,0.9492499999999998,0.03640274333374097,0.8765000000000001,0.9934999999999999,0.9284250000000001,0.03999555444046251,200,0,0.0
m_3,4.0,0.5,0.0,0.5,"α~LN(4.0,0.5), κ~LN(0.0,0.5)",54.106883499999995,21.4768687,122.51700699999998,0.90616034,0.4194120765,2.2533223599999985,51.4122255,15.707764050000002,203.1480729999998,0.9076000000000001,0.050675613245206794,0.8165,0.9768333333333333,0.9431499999999999,0.04774026660540927,0.8531666666666667,0.9966666666666667,0.925375,0.043558210573132285,200,0,0.0
m_3,4.0,0.5,0.0,0.75,"α~LN(4.0,0.5), κ~LN(0.0,0.75)",54.106883499999995,21.4768687,122.51700699999998,0.8625968900000001,0.271620034,3.382601694999996,51.1532265,11.793733249999999,255.39759449999983,0.9076000000000001,0.050675613245206794,0.8165,0.9768333333333333,0.9339666666666667,0.06450701081622404,0.7931666666666667,0.9966666666666667,0.9207833333333333,0.049429779036078605,200,0,0.0
m_3,4.0,0.5,0.0,1.0,"α~LN(4.0,0.5), κ~LN(0.0,1.0)",54.106883499999995,21.4768687,122.51700699999998,0.82112814,0.1759069335,5.077959929999992,46.907481000000004,8.40514407,344.68056699999994,0.9076000000000001,0.050675613245206794,0.8165,0.9768333333333333,0.9211333333333332,0.08661180314740274,0.733,1.0,0.9143666666666667,0.057855797750383964,200,0,0.0
m_3,4.0,0.5,0.5,0.25,"α~LN(4.0,0.5), κ~LN(0.5,0.25)",54.106883499999995,21.4768687,122.51700699999998,1.56945785,1.067745065,2.474877384999999,84.2351185,32.68359995,251.92594899999997,0.9076000000000001,0.050675613245206794,0.8165,0.9768333333333333,0.9687333333333333,0.026492263021493653,0.9198333333333334,1.0,0.9381666666666666,0.035085213726329535,200,0,0.0
m_3,4.0,0.5,0.5,0.5,"α~LN(4.0,0.5), κ~LN(0.5,0.5)",54.106883499999995,21.4768687,122.51700699999998,1.4940058,0.6914936055,3.7151004599999973,84.7644295,25.8977244,334.9345499999997,0.9076000000000001,0.050675613245206794,0.8165,0.9768333333333333,0.9655166666666666,0.0325142660996677,0.9065,1.0,0.9365583333333334,0.036758626160701684,200,0,0.0
m_3,4.0,0.5,-0.5,0.25,"α~LN(4.0,0.5), κ~LN(-0.5,0.25)",,,,,,,,,,,,,,,,,,,,0,200,1.0
m_3,4.0,0.5,-0.5,0.5,"α~LN(4.0,0.5), κ~LN(-0.5,0.5)",,,,,,,,,,,,,,,,,,,,0,200,1.0
m_3,4.0,0.75,0.0,0.25,"α~LN(4.0,0.75), κ~LN(0.0,0.25)",53.863652,13.47025025,183.53015749999992,0.95192432,0.6476201075,1.5010890149999994,52.187512,13.002020100000001,255.9245734999998,0.8952833333333333,0.07776122819960543,0.7450000000000001,0.9833333333333333,0.94,0.05784654027876017,0.8161666666666667,0.9966666666666667,0.9176416666666667,0.0651419982081879,200,0,0.0
m_3,4.0,0.75,0.0,0.5,"α~LN(4.0,0.75), κ~LN(0.0,0.5)",53.863652,13.47025025,183.53015749999992,0.90616034,0.4194120765,2.2533223599999985,49.896494000000004,11.836324150000001,262.47547599999933,0.8952833333333333,0.07776122819960543,0.7450000000000001,0.9833333333333333,0.9343,0.06729750697049962,0.8061666666666667,1.0,0.9147916666666666,0.0678386438338962,200,0,0.0
m_3,4.0,0.75,0.0,0.75,"α~LN(4.0,0.75), κ~LN(0.0,0.75)",53.863652,13.47025025,183.53015749999992,0.8625968900000001,0.271620034,3.382601694999996,49.889793999999995,8.425595125000001,391.87724049999946,0.8952833333333333,0.07776122819960543,0.7450000000000001,0.9833333333333333,0.9245333333333333,0.0846837515570595,0.7328333333333333,1.0,0.9099083333333334,0.07376072379661143,200,0,0.0
m_3,4.0,0.75,0.0,1.0,"α~LN(4.0,0.75), κ~LN(0.0,1.0)",53.863652,13.47025025,183.53015749999992,0.82112814,0.1759069335,5.077959929999992,53.0992685,6.181592115,481.3107199999995,0.8952833333333333,0.07776122819960543,0.7450000000000001,0.9833333333333333,0.91165,0.10572763619581947,0.6566666666666666,1.0,0.9034666666666666,0.08134517673333667,200,0,0.0
m_3,4.0,0.75,0.5,0.25,"α~LN(4.0,0.75), κ~LN(0.5,0.25)",53.863652,13.47025025,183.53015749999992,1.56945785,1.067745065,2.474877384999999,86.042661,21.43670755,421.9482854999997,0.8952833333333333,0.07776122819960543,0.7450000000000001,0.9833333333333333,0.9632833333333334,0.03840497291295028,0.8798333333333334,1.0,0.9292833333333335,0.055255092776845274,200,0,0.0
m_3,4.0,0.75,0.5,0.5,"α~LN(4.0,0.75), κ~LN(0.5,0.5)",53.863652,13.47025025,183.53015749999992,1.4940058,0.6914936055,3.7151004599999973,82.265411,19.514799750000005,432.7488939999989,0.8952833333333333,0.07776122819960543,0.7450000000000001,0.9833333333333333,0.9593166666666666,0.04619800079849536,0.8631666666666666,1.0,0.9272999999999999,0.05763716972001084,200,0,0.0
m_3,4.0,0.75,-0.5,0.25,"α~LN(4.0,0.75), κ~LN(-0.5,0.25)",,,,,,,,,,,,,,,,,,,,0,200,1.0
m_3,4.0,0.75,-0.5,0.5,"α~LN(4.0,0.75), κ~LN(-0.5,0.5)",,,,,,,,,,,,,,,,,,,,0,200,1.0
